背_Bc02C05=_Bk06A01=_Ef04B03=_Fa03D01=_Hg10E01=_Hi20A01=_Hi39C01=_Hj24A01=_Ib19B01=_If03D01=_Kb01B01=	称职_Ed49A06@	守护神_Am03D02#
网络_Bb06A01=	上瘾_Ga14D02=	毒_Br14A01=_Ed15A01=_Ee01C02=_Hi59A03=
槐花_Bh02A44#	鼓鼓_Id02A01=	帆船_Bo22A17#
珊瑚_Bp33A11#	美_Eb30A01=	花朵_Bh11C01=
花_Ac03A01=_Bb02B01=_Bh02A01=_Bh11C01=_Dg01A01=_Dl02A01=_Ec06B01=_He13B01=	精美_Eb33C01=	风铃_Bp36A07#
湖水_Be06A01=	轻柔_Eb13D02=	摇篮曲_Dk28C05=
潜能_Dd14B25#	虚掩_Fa31B01=	门_Bc05A01=_Bn04A01=_Di05A08=_Di05B01=_Di10B01=
橘子_Bh07A04=	红彤彤_Ec01A01=	笑脸_Dc04B07=
高一_Di09D63#	掉_Id05A01=_Id16A01=_Ie11B02=_If19C01=	落叶_Bh11B07#
男孩子_Ab03A07#	爬_Fb01A16=_Fd08A01=_Fd08B01=	猴子_Bi04A03=
火车_Bo21A03=	引人深思_Ed16B01=	人生路_Dg07A23#
同学_Aj04A01=	奔_Dn05B05=_Fb01A07=_Fb01B01=_Hj38A01=_Hj63B01=_Kb01A01=	野马_Bi06A11#
车夫_Ae03C04=	灵活_Ed14B01=	鱼儿_Bi14A01=
浪_Bb06B01=_Bg02B01=_Bg02B05#_Ee11B01=_Ee43C01=	猛_Ed15A01=	风_Bf02A01@_Da19A02=_Di14A01=_Di14C01=_Dk27A10=
光束_Bg03B15#	抚摸_Fa01C01=	手_Aa01A07=_Bk08C01=_Fa06A01=_Ka24A02=
人们_Aa01C01=	固步自封_Ee39B01=	蝉_Bi18A20=
河水_Be05B01=	透亮_Eb18A01=_Eb18A01=_Eb19A02=_Gb08A01=	碧玉_Bm16B03#
表白_Hi14C02=	照_Bp19B05=_Dk17B07=_Dk32A01=_Hh03A01=_Ia07A01=_Ia07A05=_Kb01A02=_Kb07A01=	镜子_Bp01B01=_Bp01C01=
内心_Cb23A03#_Df02A01=	酸_Ba01C01@	五味瓶_Bp06C07#
草坪_Bn20A06=	精制_Eb33C01=	甲板_Bm07A06#
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	圣洁_Ee43A02=	百合_Bh02A38=
青春_Ca16A01=_Ca19B01=_Eb36B01=	措手不及_Ie17B01=	雨_Bf01A01=_Bf01A05=
树叶_Bh11B01=	漫步_Fb01A10=	蝴蝶_Bi20A01=
呼喊_Fc10A01=	无助_Ef09B01=	蒲公英_Bh08A28@
青海湖_Be06A05#	婀娜多姿_Dc03B03=	少女_Ab01B04=
脚_Bc01B01=_Bc05C01=_Bk08E01=_Cb03B01=	丑陋_Eb30B01=	树根_Bh11A02=
瀑布_Be07B01=	飘_Id13A01=	丝带_Bp25C07@
根须_Bh11A02=	缠绕_Hi51A01=_Id23A01=_Ie02B01=	网_Bb06A01=_Dd06A01=_Hd26B03=
泪水_Bl03A01=	决堤_Cb21B02#	海水_Bg01A15#
成长_Ib01C02=	伴随_Hi05C01=	影子_Bg03C01=
人们_Aa01C01=	投入_Hj19B01=	小孩子_Ab04B01=
思绪_Df01A04=_Df01A08=	杂乱无章_Ef13B01=	雨水_Bf01A01=_Bg01A15#_Ca24A07#
人们_Aa01C01=	疯狂_Ib17A01=	狼_Bi03B01=
事迹_Da01A29=	铸_Hd07C01=	碑_Bn22C01=
江河_Be05B01=	环抱_Id23A01=	手臂_Bk08B01=
人们_Aa01C01=	漂浮_Ee29C01=_Id11E01=	船儿_Bo22A01=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	固执_Ee16C01=	枯叶_Bh11B06@
生活_Da17B01=_Di19C01=_Hj01A01=_Ib03A01=	沉静_Ef04A01=	诗_Dk27A01=
生活_Da17B01=_Di19C01=_Hj01A01=_Ib03A01=	舒缓_Eb23B01=	诗_Dk27A01=
问题_Da01C01=_Da04A01=_Dd09A01=_Dk03C05=_Dk07A01=	浮现_Jd06D01=	泡泡_Bg02A01=
时光_Ca03B01=_Ca04A01=	流逝_Ig03C01=	沙子_Bb02A02=_Bm04D01=
月_Bd02B01=_Ca21A01=	光溜溜_Eb06A01=	镜子_Bp01B01=_Bp01C01=
人们_Aa01C01=	活跃_Ed14C01=	小鸟_Bi11B01=
儿女_Ab01C01=_Ah14C01=	飞往_Hj37B01=	风筝_Bp35A04=
春雨_Bf01A12#	滋润_Eb27E01=	烟雾_Bf05A01=
母爱_Df04B07#_Gb09B09#	哺育_Hd27B01=	港湾_Cb26B01=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	洒_Fa24B01=_Id09C01=	春雨_Bf01A12#
感觉_Df04A01=_Gb02A01=	插_Fa12B01=	利剑_Bo29E05@
巴赫_Af11A04#	清澈_Eb19A01=	小溪_Be05C01=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	无依无靠_Ef05A01=	扁舟_Bo22A02=
生活_Da17B01=_Di19C01=_Hj01A01=_Ib03A01=	美妙_Eb30A01=	赞歌_Dk27A13=_Dk28B08#
闹钟_Bp31A03#	提醒_Hg02C01=	老师_Ae13A01=
学校_Dm05A01=	美丽_Eb30A01=	花园_Bn20A01=
头发_Bk11B01=	细_Ea03C01=_Ea06B01=_Eb16B01=_Eb33C01=_Ee28A01=	嫩草_Bh03A04@
榕树_Bh01A53=	遮风挡雨_Dg05B02=	伞_Bp34A01=
天鹅_Bi11B20=	优雅_Eb31A01=	淑女_Ac03A01=
桔子_Bh07A04=	高_Dn01A08=_Ea02A01=_Eb16A01=_Ed03A04=_Ed26A02=_Jb04B01=	小山_Be04A03=
苍松翠柏_Bh01A52=	守护_Hb04B01=_Hi37C01=	卫士_Ae10D13=
五星红旗_Bp20B05#	殷红_Ec01A01=	鲜血_Bk18A08#
书_Dk05E01=_Dk14C02=_Dk16A01=_Dk20B01=_Hg11A01=	淘气_Ee09C01=	小孩_Ab04B01=
规范_Dd11A01=_Dd11B01=_Dd11B01=_Ed12B01=_Ed53A01=	照亮_Ia07A02=	明月_Bd02B05=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	好奇_Ed43C01=	小鸡_Bi13A04=
大海_Be05A01=	安详_Ee29A01=	婴儿_Ab04A01=
日子_Ca03B01=_Ca03B02=_Da17B01=	散开_Ie10B01=	涟漪_Bg02B03=
夜_Ca29B01=_Ca29C01=	深邃_Ea05A01=	眼睛_Bk03A01=
老师_Ae13A01=	指挥_Ae17C04@_Hc09B01=	大将_Ae10A04=_Ae10A11#
文字_Dk05A01=	静静_Ef04A01=	水_Be05B01=_Bg01A01@_Bg01B01=_Dn09A02=
往事_Da07A01=	升腾_Ih06A01=	雾气_Bf05B01=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	战胜_If21A01=_Jd09B01=	野花_Bh02A45#
思想_Df01A01=_Df14A01=_Dk02A01=_Gb01B01=	向往_Gb04A03=_Gb12A02=	小鸟_Bi11B01=
全班_Dd05A29#	热闹_Ef03A01=	菜场_Cb28A19#
花_Ac03A01=_Bb02B01=_Bh02A01=_Bh11C01=_Dg01A01=_Dl02A01=_Ec06B01=_He13B01=	灿烂_Eb18A02=	红星_Bd01B17#
书_Dk05E01=_Dk14C02=_Dk16A01=_Dk20B01=_Hg11A01=	教导_Hg01A01=	老师_Ae13A01=
柱子_Bn06B01=	耸立_Id07A01=	巨人_Ac01A01=
身躯_Bk01A01=	笔直_Ea08A01=	树_Bh01A01=_Hc05A01=_Hg07A01=
背影_Bg03C03=	深沉_Eb16E02=	黑夜_Ca29C08#
得意_Ga04A01=_If06A01=	迸发_Id10C01=	火花_Bg03A05=
工作_Di19A01=_Di19B01=_Hj11A01=	绽放_Ib21A01=	花儿_Bh02A01=
雪花_Bf01B01=	调皮_Ee09C01=	孩童_Ab04B01=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	穿梭_Ka11A01=	蛟龙_Dh03A02=
电影_Dk29D01=	浇灌_Fa23C01=_Hd16C01=	及时雨_Bf01A09=
景象_Da21A01=_Dc02B01=	婉转_Eb17A02=	乐曲_Dk28C01=
青春_Ca16A01=_Ca19B01=_Eb36B01=	华丽_Eb30A03=	祭祀_Hj56C01=
公园_Bn20A01=	美丽_Eb30A01=	花园_Bn20A01=
手表_Bp31B01=	闪亮_Ia07B02=	星星_Bd01B01=_Eb01B01=
字_Bg07A19=_Bp19A01=_Dd15B07=_Dk05A01=_Dk05A02=_Dk05E01=_Dk06A01=_Hj51B02=	端正_Ea09A01=	做人_Hi01B01=
生命_Da17A01=	宝贵_Ed27A01=	太阳_Bd02A01=_Bg03B02=
梦_Df10D01=	飞溅_Id10B01=	水花_Bg02A01=
人们_Aa01C01=	哺育_Hd27B01=	粮食_Br01A01=
心情_Df05B01=	晴朗_Ia02A01=	天空_Cb07A01=
花草_Bh02B01=	飞舞_Id13A01=	纸屑_Bb04B03=
记忆_Da16C01=_Gb07A01=	漫长_Ea01A01=	铁轨_Bm02A06=
古诗_Dk27A02=	温暖_Eb26D01=	手_Aa01A07=_Bk08C01=_Fa06A01=_Ka24A02=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	长大_Ib01C04=	孩子_Ab04B01=_Ah14C01=
冬天_Ca19E01=	美妙_Eb30A01=	交响乐_Dk28A04=
爷爷_Ab02A04=_Ah02B01=	高兴_Ga01A01=	孩子_Ab04B01=_Ah14C01=
书_Dk05E01=_Dk14C02=_Dk16A01=_Dk20B01=_Hg11A01=	教_Di12A01=_Dk01B01=_Hg05A01=_Je04C01=	老师_Ae13A01=
雾_Bf05B01=	罩_Bp30B01=_Fa18A03#_Id03B01=	纱布_Bo20A14#
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	爬_Fb01A16=_Fd08A01=_Fd08B01=	马_Bi06A01=_Dd15C02#
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	飞_Bo03A06=_Eb23A01=_Fd01A01=_Hf03A04=_Ia10B01=_Ka16C01=	小燕子_Bi11B22=
嘴巴_Bk04A01=	盛开_Ib21A01=	牡丹花_Bh02A02=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	美好_Ed03A01=	天使_Dh01A08=
月亮_Bd02B01=	怕羞_Ic02A01=	小姑娘_Ab01B04=
雾_Bf05B01=	笼罩_Id03B03=	纱_Bb06A01=_Bm12B01=
老师_Ae13A01=	甜_Ec09A01=	牡丹花_Bh02A02=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	得意洋洋_Ga01A02=	国王_Af05A01=
大姐_Aa03A04=	红灿灿_Eb18A01=	花_Ac03A01=_Bb02B01=_Bh02A01=_Bh11C01=_Dg01A01=_Dl02A01=_Ec06B01=_He13B01=
天_Ca23A01=_Cb07A01=_Cb11A01=_Da24A01=_Dh01A02=_Ed51A01=_Ed57A01=	阴沉_Eb18B01=	囚笼_Dm02B01=
思念_Gb06B01=	漫_Eb02C01=_Id10D01=	潮水_Bf07A01=
含羞草_Bh03A23#	翩翩起舞_Hh04B01=	少女_Ab01B04=
同学_Aj04A01=	叽叽喳喳_Kf02A02=	小鸟_Bi11B01=
明月_Bd02B05=	偷走_Hn03B01=	盗贼_An03A01=
蜡烛_Bp22B01=	温暖_Eb26D01=	火把_Bp23B01=
教师_Ae13A01=	照亮_Ia07A02=	蜡烛_Bp22B01=
女孩_Dd15D04#	纯洁_Ee43A02=	鸽子_Bi12C01=
母爱_Df04B07#_Gb09B09#	燃烧_Ia09A01=	蜡烛_Bp22B01=
恋情_Gb09B02=	懵懂_Ee14C01=	蝴蝶_Bi20A01=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	静悄悄_Ef04A01=	云_Bf02B01=_Bf02B03=_Hi12A01=
欲望_Df07A01=	可怕_Ed41A01=	深渊_Bg01A04=_Da21B04=
花瓣_Bh11C04=	雪白_Ec04A01=	白兔_Bd02B01=
同学_Aj04A01=	飞快_Eb14A01=	小鸟_Bi11B01=
日子_Ca03B01=_Ca03B02=_Da17B01=	逝去_Hf07A06#	流水_Bg01A02=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	开心_Ga01A01=	小鸟_Bi11B01=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	幼稚_Eb36C01=	小孩子_Ab04B01=
童年_Ca15A01=	装满_Fa11A01=	百宝箱_Bp09A09#
晚霞_Bf04B02#	诱人_Hi57C03@	桃树_Bh01A75#
高考_Hg07C09#	沉重_Di22A02=	石头_Bm04A01=
太阳_Bd02A01=_Bg03B02=	升起_Ih06A01=	生命_Da17A01=
强盗_An03A01=	吞食_Fc06C01=	狼_Bi03B01=
誓言_Dk11A24=	刻画_Hi13E01=	书签_Bp18B02@
嫩草_Bh03A04@	美丽_Eb30A01=	珠宝_Bp33A11#
倒影_Bg03C04#	美丽_Eb30A01=	画卷_Dk19A12@
话_Dk11A01=	清凉_Eb26C01=	泉水_Be07A01=
花儿_Bh02A01=	飘落_Id13A01=	棉絮_Bp28B03=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	绽放_Ib21A01=	彩照_Dk32B03#
树叶_Bh11B01=	纷纷扬扬_Eb01C02=	蝴蝶_Bi20A01=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	离去_Hf07A01=	球_Bb04A01=_Bd03A01=_Bp12B01=_Cb23E03=
鸡蛋_Bl05B03=	围_Dn08A11=_Id23A01=	城墙_Bn07A02=
老者_Ab02A01=	凋零_Ef02B02=_Ib21C01=_Ih13C01=	叶_Bh11B01=
眼珠_Bk03A06=	水汪汪_Eb18A05=	宝石_Ba08A06#
学习_Hg08A01=	笼罩_Id03B03=	云彩_Bf02B01=
心情_Df05B01=	阴转多云_Ia02A01=	天气_Da24A01=
记忆_Da16C01=_Gb07A01=	重现_Jd07A03=	电影_Dk29D01=
农村_Cb25C01=	热闹非凡_Ef03A01=	音乐会_Hh01A24#
青春_Ca16A01=_Ca19B01=_Eb36B01=	杂乱无章_Ef13B01=	画_Dk05B01=_Dk05B02=_Dk31A01=_Hg11A17#_Hg19A01=
一切_Eb02C01=	远逝_Jd08A01=	过眼云烟_Da07A01=
细雨_Bf01A03=	柔情_Df05C01=	双手_Bk08C01=
喜悦_Ga01A01=	绚丽夺目_Eb30A07=	彩虹_Bf04A01=
思念_Gb06B01=	抓_Fa01D01=_Fa06A03=_Hj12A01=_Hm05A01=	藤蔓_Bh10B03=
花_Ac03A01=_Bb02B01=_Bh02A01=_Bh11C01=_Dg01A01=_Dl02A01=_Ec06B01=_He13B01=	繁密_Eb03A01=	豆子_Bb02C01=_Bh06A37=
积雪_Br08B01=	厚厚_Ea05C01=	棉被_Bp28B06#
香气_Ec07A01=	粘稠_Eb12B01=	糖_Br08E01=_Br10A01=_Ec09A01=
话_Dk11A01=	射_Gb04C01=_Ia07A01=_Id10C01=	连珠炮_Bo27C06#
生命_Da17A01=	脆弱_Ee12D01=	虫子_Bi18A01=
花苞_Bh11C07=	害羞_Ic02A01=	姑娘_Ab01B04=_Ah06B01=_Ah13B01=_Ah14B01=
火车_Bo21A03=	自由_Hm05C01=	小鸟_Bi11B01=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	守望_Fc04A05=	树_Bh01A01=_Hc05A01=_Hg07A01=
义务_Di22A01=_Ed47D01=	绽放_Ib21A01=	花儿_Bh02A01=
花坛_Bn20A05=	美丽_Eb30A01=	地毯_Bp28C02#
书籍_Dk20B01=	毁灭_Jd08A01=_Jd08C01=	毒药_Br14A01=_Br14A08#
书_Dk05E01=_Dk14C02=_Dk16A01=_Dk20B01=_Hg11A01=	通向_Kb01A01=	门_Bc05A01=_Bn04A01=_Di05A08=_Di05B01=_Di10B01=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	冰冷_Eb26A01=	北极星_Bd01B11=
雨_Bf01A01=_Bf01A05=	端庄_Ee29A01=	母亲_Ah04B01=
山坡_Be04B02=	绚丽多彩_Ec06B01=	地毯_Bp28C02#
秋天_Ca19D01=	多愁善感_Ee44A01=	少女_Ab01B04=
外婆_Ah03D01=	调皮_Ee09C01=	孩子_Ab04B01=_Ah14C01=
形象_Dc01A01=_Dk32B01=	吸引_Je04A02=	磁铁_Bm02B05=
尾巴_Ak12B01=_Bc01B02=_Bk09C01=_Da15C01=	毛茸茸_Eb04A01=	球_Bb04A01=_Bd03A01=_Bp12B01=_Cb23E03=
树木_Bh01A01=	光秃秃_Eb06C01=	电线杆_Bb04C02@
骄阳_Bd02A04=	烤_Hj44A07=	炉火_Bg03A15#
大气层_Dd07A30#	干净_Ef12A01=	薄雾_Bf05B06#
彩旗_Bp20B05#	翩翩起舞_Hh04B01=	姑娘_Ab01B04=_Ah06B01=_Ah13B01=_Ah14B01=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	纯真_Ee05D01=	孩子_Ab04B01=_Ah14C01=
梦想_Gb04A01=	数不胜数_Eb01A05=	繁星_Bd01B01=
脸上_Bk02B04=	红_Dj04B02=_Ec01A01=_Ed25A01=_Ed25C01=_Ee37A01=_If03C01=	太阳_Bd02A01=_Bg03B02=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	遨游_Hj48B01=	海豚_Bi09C01=
时间_Ca03B01=	载_Ca18A01=_Hf05C02=_Jd03A01=_Jd06A01=	马车_Bo21A27#
汁水_Bg01B01=	鲜红_Ec01A01=	血_Bk18A01=_Bl02B01=
月光_Bg03B05=	密密的_Ed34A01=	网_Bb06A01=_Dd06A01=_Hd26B03=
肚子_Bk07A01=_Bk14D01=	圆形_Dc01A15=	田径场_Cb28A19#
作品_Dk19A01=	如痴如醉_Ga14A02=	花香_Ec07A01=
叶片_Bh11B01=	胖乎乎_Ea07A01=	手_Aa01A07=_Bk08C01=_Fa06A01=_Ka24A02=
花朵_Bh11C01=	美丽_Eb30A01=	少妇_Ab01B03=
波纹_Bg09A04#	金灿灿_Eb18A01=	项链_Bp25B02#_Bp33B04=
生命_Da17A01=	沉浮_If08C01=	草芥_Dg02C01=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	挣扎_Hj17A01=	蚱蜢_Bi21A01=
小学生_Ae13B13#	颤颤巍巍_Fd06A03=	鸭子_Bi13B01=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	高兴_Ga01A01=	疯子_Ag01C01=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	木讷_Ee15B01=	木头人_Al04B01=
拥抱_Fa07C01=	消失_Jd08A01=	烟火_Bg03A12=_Bp36B02=_Br03A03=
左手_Cb03C01=	蜷曲_Ea08B03=_Fd04D01=	鹰爪_An05A01=
草_Bh03A01=_Bh09A42=_Dk05E09=_Dk19C02=_Eb35B01=_Ee27B01=_Hg16A02=	翻动_Hg10B01=	蚯蚓_Bi18A13=
毛_Bj02B01=_Bk11A01@_Bk11A06=_Eb33B01=_Ga09C01=_Ih06B04=	五彩缤纷_Ec06B01=	围巾_Bq06B01=
儿歌_Dk27A11=	流淌_Id11F01=	泉水_Be07A01=
妈妈_Ah04B01=_An07C01=	听课_Hg05A04#	小学生_Ae13B13#
月亮_Bd02B01=	昏黄_Eb18B01=_Ec01B01=	鸡蛋_Bl05B03=
旅人_Ag10A01=	漂泊_Hj06A01=	扁舟_Bo22A02=
风_Bf02A01@_Da19A02=_Di14A01=_Di14C01=_Dk27A10=	啼哭_Ic01B01=	婴儿_Ab04A01=
美德_De01C02=	清香_Ec07A01=	鲜花_Bh02A45#
一生_Ca13A01=	深沉_Eb16E02=	悲剧_Dk29A37#
血_Bk18A01=_Bl02B01=	甜蜜_Ef09A01=	汁液_Bg01B01=
爸爸_Ah04A01=	旋转_Id15A01=	龙卷风_Bf02A29#
梦_Df10D01=	浇灌_Fa23C01=_Hd16C01=	圣水_Bg01A15#
心_Bc05F01=_Bk14B01=_Cb04C01=_Cb23A01=_Df02A01=	躁动_Ee30B01=	风_Bf02A01@_Da19A02=_Di14A01=_Di14C01=_Dk27A10=
苦味_Ec09C01=	浓浓的_Eb12A01=	情愫_Df04B01=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	迷失_If19A01=	孩子_Ab04B01=_Ah14C01=
美_Eb30A01=_Ed03A01=_Ga04A01=	短暂_Eb25A01=	烟花_Bp36B02=
母爱_Df04B07#_Gb09B09#	辽阔_Ea04A01=	海洋_Be05A01=_Be05A01=
柳枝_Bh10C08=	摇摆_Dk29C11#_Id14D01=	仙女_Ac03A01=_Dh01A05=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	轻轻_Eb13B01=	叶子_Bh11B01=_Bo32A02=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	星星点点_Eb01B01=	秋雨_Bf01A12#
树_Bh01A01=_Hc05A01=_Hg07A01=	成长_Ib01C02=	人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=
生活_Da17B01=_Di19C01=_Hj01A01=_Ib03A01=	光芒四射_Eb30A07=	明珠_Ba08A06#
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	安静_Ef01B01=	孩子_Ab04B01=_Ah14C01=
湖_Be06A01=	灵秀_Eb30A02=	眼睛_Bk03A01=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	美丽_Eb30A01=	百合花_Bh02A38=
蛋糕_Br09A17#	漂亮_Eb30A01=	圆盘_Bp07A04@
花瓣_Bh11C04=	淡淡的_Eb12D01=	露珠_Bf03A01=
爱_Gb09A01=_Gb09B01=_Gb17C01=_Jc07A01=	照射_Ia07A01=	阳光_Bg03B02=
人们_Aa01C01=	助人为乐_Ee01A01=	雷锋_Ak01A06#
老师_Ae13A01=	照亮_Ia07A02=	电灯_Bp01A17#
政策_Di09A01=	融入_Ia10D02#	喜雨_Bf01A09=
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	无私奉献_Hi26C05@	太阳_Bd02A01=_Bg03B02=
人们_Aa01C01=	意气风发_Ic05B01=	草_Bh03A01=_Bh09A42=_Dk05E09=_Dk19C02=_Eb35B01=_Ee27B01=_Hg16A02=
竹子_Bh01B01=	站_Bn17B02=_Cb26A01=_Fb03C01=	战士_Ae10D01=
声音_Bg07A01=	香甜_Ec09A01=	芭蕉_Bh01A75#
男子_Ab01A01=	飞檐走壁_Fb01A18@	大侠_Ak01A05#
人_Aa01A01=_Ab02B01=_Dd17A02=_De01B02=_Dn03A04=	顶天立地_Ed20A01=	青竹_Bh01B01=
鸟鸣_Bg07A04@	深邃_Ea05A01=	小曲_Dk28C04=
余辉_Bg03B04=	粉红_Ec01A03=	胭脂_Bp32A07#
大树_Bh01A01=	守卫_Hb04B01=	战士_Ae10D01=
树木_Bh01A01=	忠实_Ed01A01=	卫士_Ae10D13=
